instance_name,algorithm_name,period,base_id,supplier_id,purchase_qty,supplier_grade,purchase_price,transport_cost_per_ton,delivered_unit_cost,iron_qty,unit_iron_cost,purchase_cost,transport_cost,is_selected,is_long_contract_supplier
case_5x30,ga_greedy_only,1,0,13,100000.000000,0.760000,907.635872,10.383533,918.019405,76000.000000,1207.920270,90763587.192732,1038353.292783,1,0
case_5x30,ga_greedy_only,0,0,14,0.000000,0.260000,982.905889,10.000000,992.905889,0.000000,3818.868804,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,1,0,14,100000.000000,0.260000,955.261624,10.000000,965.261624,26000.000000,3712.544708,95526162.418288,1000000.000000,1,1
case_5x30,ga_greedy_only,0,0,15,343184.528834,0.930000,840.990395,11.092965,852.083360,319161.611816,916.218667,288614892.507609,3806933.925482,1,1
case_5x30,ga_greedy_only,1,0,15,0.000000,0.930000,932.357189,11.092965,943.450153,0.000000,1014.462531,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,0,0,16,0.000000,0.680000,852.769355,11.381716,864.151071,0.000000,1270.810399,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,1,0,16,0.000000,0.680000,818.716819,11.381716,830.098535,0.000000,1220.733139,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,0,0,17,0.000000,0.790000,800.326133,30.498162,830.824296,0.000000,1051.676324,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,1,0,17,100000.000000,0.790000,838.854982,30.498162,869.353144,79000.000000,1100.447018,83885498.209654,3049816.209506,1,1
case_5x30,ga_greedy_only,0,0,18,0.000000,0.450000,903.296534,15.025968,918.322502,0.000000,2040.716672,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,1,0,18,0.000000,0.450000,902.910818,15.025968,917.936786,0.000000,2039.859524,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,0,0,19,0.000000,0.770000,941.437216,16.990869,958.428085,0.000000,1244.711798,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,1,0,19,100000.000000,0.770000,835.890603,16.990869,852.881472,77000.000000,1107.638276,83589060.328661,1699086.886260,1,1
case_5x30,ga_greedy_only,0,0,20,0.000000,0.389479,871.474247,23.000000,894.474247,0.000000,2296.589549,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,1,0,20,100000.000000,0.389479,986.860105,23.000000,1009.860105,38947.936823,2592.846212,98686010.465218,2300000.000000,1,1
case_5x30,ga_greedy_only,0,0,21,0.000000,0.671815,945.396498,23.000000,968.396498,0.000000,1441.463491,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,1,0,21,100000.000000,0.671815,964.376954,23.000000,987.376954,67181.479346,1469.716005,96437695.424218,2300000.000000,1,1
case_5x30,ga_greedy_only,0,0,22,0.000000,0.816304,865.257916,26.000000,891.257916,0.000000,1091.820857,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,1,0,22,0.000000,0.816304,839.356834,26.000000,865.356834,0.000000,1060.091162,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,0,0,23,0.000000,0.755508,802.273043,20.000000,822.273043,0.000000,1088.371375,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,1,0,23,100000.000000,0.755508,939.308125,20.000000,959.308125,75550.778181,1269.752805,93930812.530184,2000000.000000,1,1
case_5x30,ga_greedy_only,0,0,24,0.000000,0.611432,880.539359,16.000000,896.539359,0.000000,1466.294527,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,1,0,24,0.000000,0.611432,985.454700,16.000000,1001.454700,0.000000,1637.884084,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,0,0,25,0.000000,0.544961,994.851015,11.000000,1005.851015,0.000000,1845.730158,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,1,0,25,0.000000,0.544961,875.709977,11.000000,886.709977,0.000000,1627.107118,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,0,0,26,0.000000,0.637902,911.540900,23.000000,934.540900,0.000000,1465.023176,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,0,26,0.000000,0.637902,870.957551,23.000000,893.957551,0.000000,1401.403117,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,0,27,0.000000,0.337051,800.331752,16.000000,816.331752,0.000000,2421.984390,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,0,27,0.000000,0.337051,945.390584,16.000000,961.390584,0.000000,2852.361164,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,0,28,0.000000,0.306272,813.391385,23.000000,836.391385,0.000000,2730.881022,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,0,28,0.000000,0.306272,937.569803,23.000000,960.569803,0.000000,3136.332931,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,0,29,0.000000,0.961814,929.409407,17.000000,946.409407,0.000000,983.983897,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,0,29,1153469.642434,0.961814,847.207293,17.000000,864.207293,1109423.156029,898.518182,977227892.876174,19608983.921384,1,0
case_5x30,ga_greedy_only,0,1,0,0.000000,0.540000,862.655137,33.247866,895.903003,0.000000,1659.079635,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,1,0,0.000000,0.540000,926.999545,33.247866,960.247410,0.000000,1778.235945,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,1,1,0.000000,0.490000,809.027682,40.274413,849.302094,0.000000,1733.269580,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,1,1,0.000000,0.490000,890.173310,40.274413,930.447723,0.000000,1898.872904,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,1,2,0.000000,0.340000,923.901352,17.782751,941.684103,0.000000,2769.659126,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,1,2,0.000000,0.340000,921.584641,17.782751,939.367392,0.000000,2762.845270,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,1,3,0.000000,0.620000,906.078369,18.588673,924.667042,0.000000,1491.398455,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,1,3,0.000000,0.620000,902.216840,18.588673,920.805513,0.000000,1485.170182,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,1,4,0.000000,0.610000,874.415834,27.000000,901.415834,0.000000,1477.730875,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,1,4,0.000000,0.610000,879.055731,27.000000,906.055731,0.000000,1485.337264,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,1,5,0.000000,0.650000,980.058050,55.073272,1035.131322,0.000000,1592.509725,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,1,5,0.000000,0.650000,941.096515,55.073272,996.169787,0.000000,1532.568903,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,1,6,0.000000,0.370000,897.130788,33.800411,930.931199,0.000000,2516.030268,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,1,6,0.000000,0.370000,893.248166,33.800411,927.048577,0.000000,2505.536695,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,1,7,0.000000,0.310000,921.652600,24.176721,945.829321,0.000000,3051.062325,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,1,7,0.000000,0.310000,907.039295,24.176721,931.216016,0.000000,3003.922631,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,1,8,0.000000,0.320000,964.597013,31.000000,995.597013,0.000000,3111.240666,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,1,8,0.000000,0.320000,864.525103,31.000000,895.525103,0.000000,2798.515947,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,1,9,0.000000,0.420000,996.559651,21.357307,1017.916958,0.000000,2423.611804,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,1,9,0.000000,0.420000,906.757771,21.357307,928.115078,0.000000,2209.797805,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,1,10,0.000000,0.260000,888.146005,11.000000,899.146005,0.000000,3458.253865,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,1,10,0.000000,0.260000,971.283957,11.000000,982.283957,0.000000,3778.015218,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,1,11,0.000000,0.450000,838.189030,22.373025,860.562055,0.000000,1912.360122,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,1,11,0.000000,0.450000,858.504466,22.373025,880.877491,0.000000,1957.505536,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,1,12,0.000000,0.260000,964.873022,12.090281,976.963303,0.000000,3757.551167,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,1,12,0.000000,0.260000,967.958292,12.090281,980.048573,0.000000,3769.417589,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,1,13,99999.000000,0.760000,934.892383,11.383533,946.275916,75999.240000,1245.099889,93488303.411657,1138341.909250,1,0
case_5x30,ga_greedy_only,1,1,13,0.000000,0.760000,907.635872,11.383533,919.019405,0.000000,1209.236059,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,1,14,0.000000,0.260000,982.905889,11.000000,993.905889,0.000000,3822.714958,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,1,1,14,0.000000,0.260000,955.261624,11.000000,966.261624,0.000000,3716.390862,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,0,1,15,88186.536629,0.930000,840.990395,12.092965,853.083360,82013.479065,917.293935,74164030.285003,1066436.690283,1,1
case_5x30,ga_greedy_only,1,1,15,0.000000,0.930000,932.357189,12.092965,944.450153,0.000000,1015.537799,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,0,1,16,0.000000,0.680000,852.769355,12.381716,865.151071,0.000000,1272.280987,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,1,1,16,0.000000,0.680000,818.716819,12.381716,831.098535,0.000000,1222.203727,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,0,1,17,0.000000,0.790000,800.326133,31.498162,831.824296,0.000000,1052.942146,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,1,1,17,0.000000,0.790000,838.854982,31.498162,870.353144,0.000000,1101.712841,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,0,1,18,0.000000,0.450000,903.296534,16.025968,919.322502,0.000000,2042.938894,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,1,1,18,0.000000,0.450000,902.910818,16.025968,918.936786,0.000000,2042.081746,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,0,1,19,0.000000,0.770000,941.437216,17.990869,959.428085,0.000000,1246.010499,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,1,1,19,312198.780291,0.770000,835.890603,17.990869,853.881472,240393.060824,1108.936977,260964026.802508,5616727.315275,1,1
case_5x30,ga_greedy_only,0,1,20,0.000000,0.389479,871.474247,26.000000,897.474247,0.000000,2304.292140,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,1,1,20,0.000000,0.389479,986.860105,26.000000,1012.860105,0.000000,2600.548803,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,0,1,21,0.000000,0.671815,945.396498,11.000000,956.396498,0.000000,1423.601425,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,1,1,21,0.000000,0.671815,964.376954,11.000000,975.376954,0.000000,1451.853939,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,0,1,22,0.000000,0.816304,865.257916,27.000000,892.257916,0.000000,1093.045890,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,1,1,22,0.000000,0.816304,839.356834,27.000000,866.356834,0.000000,1061.316195,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,0,1,23,0.000000,0.755508,802.273043,13.000000,815.273043,0.000000,1079.106083,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,1,1,23,0.000000,0.755508,939.308125,13.000000,952.308125,0.000000,1260.487513,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,0,1,24,0.000000,0.611432,880.539359,28.000000,908.539359,0.000000,1485.920586,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,1,1,24,0.000000,0.611432,985.454700,28.000000,1013.454700,0.000000,1657.510143,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,0,1,25,100000.000000,0.544961,994.851015,21.000000,1015.851015,54496.103389,1864.080094,99485101.525969,2100000.000000,1,1
case_5x30,ga_greedy_only,1,1,25,100000.000000,0.544961,875.709977,21.000000,896.709977,54496.103389,1645.457054,87570997.722619,2100000.000000,1,1
case_5x30,ga_greedy_only,0,1,26,0.000000,0.637902,911.540900,11.000000,922.540900,0.000000,1446.211503,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,1,26,0.000000,0.637902,870.957551,11.000000,881.957551,0.000000,1382.591444,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,1,27,0.000000,0.337051,800.331752,13.000000,813.331752,0.000000,2413.083655,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,1,27,0.000000,0.337051,945.390584,13.000000,958.390584,0.000000,2843.460429,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,1,28,0.000000,0.306272,813.391385,18.000000,831.391385,0.000000,2714.555644,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,1,28,0.000000,0.306272,937.569803,18.000000,955.569803,0.000000,3120.007553,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,1,29,0.000000,0.961814,929.409407,16.000000,945.409407,0.000000,982.944195,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,1,29,100000.000000,0.961814,847.207293,16.000000,863.207293,96181.391795,897.478479,84720729.261132,1600000.000000,1,0
case_5x30,ga_greedy_only,0,2,0,0.000000,0.540000,862.655137,34.247866,896.903003,0.000000,1660.931487,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,2,0,0.000000,0.540000,926.999545,34.247866,961.247410,0.000000,1780.087797,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,2,1,0.000000,0.490000,809.027682,41.274413,850.302094,0.000000,1735.310396,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,2,1,0.000000,0.490000,890.173310,41.274413,931.447723,0.000000,1900.913720,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,2,2,0.000000,0.340000,923.901352,18.782751,942.684103,0.000000,2772.600303,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,2,2,0.000000,0.340000,921.584641,18.782751,940.367392,0.000000,2765.786446,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,2,3,0.000000,0.620000,906.078369,19.588673,925.667042,0.000000,1493.011359,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,2,3,0.000000,0.620000,902.216840,19.588673,921.805513,0.000000,1486.783085,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,2,4,0.000000,0.610000,874.415834,28.000000,902.415834,0.000000,1479.370219,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,2,4,0.000000,0.610000,879.055731,28.000000,907.055731,0.000000,1486.976609,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,2,5,0.000000,0.650000,980.058050,56.073272,1036.131322,0.000000,1594.048187,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,2,5,0.000000,0.650000,941.096515,56.073272,997.169787,0.000000,1534.107365,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,2,6,0.000000,0.370000,897.130788,34.800411,931.931199,0.000000,2518.732971,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,2,6,0.000000,0.370000,893.248166,34.800411,928.048577,0.000000,2508.239398,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,2,7,0.000000,0.310000,921.652600,25.176721,946.829321,0.000000,3054.288132,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,2,7,0.000000,0.310000,907.039295,25.176721,932.216016,0.000000,3007.148438,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,2,8,0.000000,0.320000,964.597013,32.000000,996.597013,0.000000,3114.365666,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,2,8,0.000000,0.320000,864.525103,32.000000,896.525103,0.000000,2801.640947,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,2,9,0.000000,0.420000,996.559651,22.357307,1018.916958,0.000000,2425.992757,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,2,9,0.000000,0.420000,906.757771,22.357307,929.115078,0.000000,2212.178757,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,2,10,0.000000,0.260000,888.146005,12.000000,900.146005,0.000000,3462.100019,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,2,10,0.000000,0.260000,971.283957,12.000000,983.283957,0.000000,3781.861372,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,2,11,0.000000,0.450000,838.189030,23.373025,861.562055,0.000000,1914.582344,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,2,11,0.000000,0.450000,858.504466,23.373025,881.877491,0.000000,1959.727758,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,2,12,0.000000,0.260000,964.873022,13.090281,977.963303,0.000000,3761.397321,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,2,12,0.000000,0.260000,967.958292,13.090281,981.048573,0.000000,3773.263742,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,2,13,0.000000,0.760000,934.892383,12.383533,947.275916,0.000000,1246.415679,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,2,13,0.000000,0.760000,907.635872,12.383533,920.019405,0.000000,1210.551848,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,2,14,100000.000000,0.260000,982.905889,12.000000,994.905889,26000.000000,3826.561111,98290588.896683,1200000.000000,1,1
case_5x30,ga_greedy_only,1,2,14,0.000000,0.260000,955.261624,12.000000,967.261624,0.000000,3720.237016,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,0,2,15,196754.533240,0.930000,840.990395,13.092965,854.083360,182981.715913,918.369204,165468672.653683,2576100.193559,1,1
case_5x30,ga_greedy_only,1,2,15,100000.000000,0.930000,932.357189,13.092965,945.450153,93000.000000,1016.613068,93235718.856498,1309296.487931,1,1
case_5x30,ga_greedy_only,0,2,16,100000.000000,0.680000,852.769355,13.381716,866.151071,68000.000000,1273.751575,85276935.501025,1338171.601930,1,1
case_5x30,ga_greedy_only,1,2,16,0.000000,0.680000,818.716819,13.381716,832.098535,0.000000,1223.674316,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,0,2,17,0.000000,0.790000,800.326133,32.498162,832.824296,0.000000,1054.207969,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,1,2,17,0.000000,0.790000,838.854982,32.498162,871.353144,0.000000,1102.978664,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,0,2,18,100000.000000,0.450000,903.296534,17.025968,920.322502,45000.000000,2045.161116,90329653.432574,1702596.794446,1,1
case_5x30,ga_greedy_only,1,2,18,100000.000000,0.450000,902.910818,17.025968,919.936786,45000.000000,2044.303968,90291081.784255,1702596.794446,1,1
case_5x30,ga_greedy_only,0,2,19,0.000000,0.770000,941.437216,18.990869,960.428085,0.000000,1247.309201,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,1,2,19,0.000000,0.770000,835.890603,18.990869,854.881472,0.000000,1110.235678,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,0,2,20,0.000000,0.389479,871.474247,22.000000,893.474247,0.000000,2294.022019,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,1,2,20,0.000000,0.389479,986.860105,22.000000,1008.860105,0.000000,2590.278682,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,0,2,21,0.000000,0.671815,945.396498,19.000000,964.396498,0.000000,1435.509469,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,1,2,21,0.000000,0.671815,964.376954,19.000000,983.376954,0.000000,1463.761983,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,0,2,22,0.000000,0.816304,865.257916,13.000000,878.257916,0.000000,1075.895421,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,1,2,22,99999.000000,0.816304,839.356834,13.000000,852.356834,81629.600531,1044.165725,83934844.047433,1299987.000000,1,1
case_5x30,ga_greedy_only,0,2,23,100000.000000,0.755508,802.273043,12.000000,814.273043,75550.778181,1077.782470,80227304.294693,1200000.000000,1,1
case_5x30,ga_greedy_only,1,2,23,0.000000,0.755508,939.308125,12.000000,951.308125,0.000000,1259.163900,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,0,2,24,0.000000,0.611432,880.539359,18.000000,898.539359,0.000000,1469.565537,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,1,2,24,0.000000,0.611432,985.454700,18.000000,1003.454700,0.000000,1641.155094,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,0,2,25,0.000000,0.544961,994.851015,10.000000,1004.851015,0.000000,1843.895165,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,1,2,25,0.000000,0.544961,875.709977,10.000000,885.709977,0.000000,1625.272124,0.000000,0.000000,0,1
case_5x30,ga_greedy_only,0,2,26,0.000000,0.637902,911.540900,18.000000,929.540900,0.000000,1457.184979,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,2,26,0.000000,0.637902,870.957551,18.000000,888.957551,0.000000,1393.564920,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,2,27,0.000000,0.337051,800.331752,11.000000,811.331752,0.000000,2407.149831,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,2,27,0.000000,0.337051,945.390584,11.000000,956.390584,0.000000,2837.526605,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,2,28,0.000000,0.306272,813.391385,15.000000,828.391385,0.000000,2704.760418,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,2,28,0.000000,0.306272,937.569803,15.000000,952.569803,0.000000,3110.212327,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,2,29,0.000000,0.961814,929.409407,15.000000,944.409407,0.000000,981.904493,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,2,29,266240.911223,0.961814,847.207293,15.000000,862.207293,256074.213943,896.438777,225561241.579904,3993613.668350,1,0
case_5x30,ga_greedy_only,0,3,0,0.000000,0.540000,862.655137,35.247866,897.903003,0.000000,1662.783339,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,3,0,0.000000,0.540000,926.999545,35.247866,962.247410,0.000000,1781.939649,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,3,1,0.000000,0.490000,809.027682,42.274413,851.302094,0.000000,1737.351213,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,3,1,0.000000,0.490000,890.173310,42.274413,932.447723,0.000000,1902.954537,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,3,2,0.000000,0.340000,923.901352,19.782751,943.684103,0.000000,2775.541479,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,3,2,0.000000,0.340000,921.584641,19.782751,941.367392,0.000000,2768.727623,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,3,3,0.000000,0.620000,906.078369,20.588673,926.667042,0.000000,1494.624262,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,3,3,0.000000,0.620000,902.216840,20.588673,922.805513,0.000000,1488.395989,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,3,4,0.000000,0.610000,874.415834,29.000000,903.415834,0.000000,1481.009564,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,1,3,4,0.000000,0.610000,879.055731,29.000000,908.055731,0.000000,1488.615953,0.000000,0.000000,0,0
case_5x30,ga_greedy_only,0,3,5,0.000000,0.650000,980.058050,57.073272,1037.131322,0.000000,1595.586649,0.000000,0.000000,0,0
